-0.079097,0.87608
-0.040046,0.81143
-0.018267,0.74353
-0.06492,0.69973
-0.072585,0.63571
-0.062955,0.5681
-0.28641,0.94295
-0.1865,0.87557
-0.12247,0.82551
-0.10771,0.75869
-0.1215,0.69009
-0.1244,0.63906
-0.10236,0.58159
-0.38636,0.922
-0.29322,0.86461
-0.19902,0.80579
-0.18772,0.73474
-0.17165,0.67262
-0.15388,0.6153
-0.12959,0.55942
-0.48098,0.9367
-0.40455,0.86574
-0.29647,0.77563
-0.22998,0.7056
-0.21241,0.65092
-0.18289,0.58817
-0.13804,0.54008
-0.54732,0.89577
-0.42292,0.79974
-0.35271,0.73473
-0.28167,0.69408
-0.25439,0.62974
-0.22299,0.58098
-0.1689,0.54074
-0.67142,0.87796
-0.51801,0.79027
-0.41847,0.73631
-0.34404,0.66788
-0.28236,0.59643
-0.22641,0.54983
-0.1723,0.51343
-0.7699,0.83877
-0.59331,0.74292
-0.45465,0.68891
-0.36401,0.59498
-0.28231,0.55516
-0.22962,0.51222
-0.16578,0.49239
-0.83219,0.75118
-0.65582,0.66056
-0.49005,0.60108
-0.38551,0.53308
-0.30916,0.52234
-0.26094,0.48043
-0.19043,0.47194
-0.86323,0.60997
-0.70416,0.53113
-0.54529,0.49828
-0.43178,0.48883
-0.33255,0.45815
-0.24295,0.43753
-0.17249,0.4371
-0.89909,0.46522
-0.58449,0.35452
-0.40547,0.35358
-0.29203,0.39126
-0.20927,0.38628
-0.14904,0.41777
-0.30615,0.22846
-0.26992,0.32076
-0.19484,0.32381
-0.14361,0.37574
-0.21176,0.24119
-0.13964,0.29507
-0.098088,0.35951
-0.13111,0.082275
-0.12042,0.18203
-0.069099,0.28816
-0.067317,0.36661
-0.011359,0.0044246
-0.032222,0.075086
-0.019559,0.19541
-0.0073677,0.2717
-0.031301,0.3468
0.05695,0.1336
0.054803,0.2219
0.028317,0.30624
-0.0015592,0.37611
0.095133,0.26911
0.060196,0.3518
0.0057714,0.40374
0.23266,0.25759
0.157,0.31031
0.10148,0.38197
0.035229,0.41509
-0.0032653,-0.023267
-0.0012731,-0.030542
0.0041659,-0.050892
0.015015,-0.10634
0.024537,-0.16424
0.038992,-0.24813
0.056605,-0.33374
0.069441,-0.39628
0.101,-0.48794
0.12788,-0.54979
0.14291,-0.5951
0.17612,-0.71451
0.25764,-0.82564
0.28409,-0.8686
0.30835,-0.92929
0.32899,-0.9877
0.33225,-0.99693
0.33333,-1
0.46667,-1
0.6,-1
0.73333,-1
0.86667,-1
1,-1
1,-0.86667
1,-0.73333
1,-0.6
1,-0.46667
1,-0.33333
1,-0.2
1,-0.066667
1,0.066667
1,0.2
1,0.33333
1,0.46667
1,0.6
1,0.73333
1,0.86667
0.42516,-0.19224
0.72703,-0.85247
0.59615,-0.74593
0.47744,-0.62307
0.40505,-0.50922
0.37909,-0.41616
0.3756,-0.35349
0.39698,-0.29914
0.38227,-0.85108
0.61939,-0.88363
0.43027,-0.7359
0.33025,-0.59716
0.29944,-0.45619
0.33653,-0.37607
0.35121,-0.31187
0.38458,-0.26588
0.36497,-0.26027
0.32253,-0.28565
0.27729,-0.34263
0.17469,-0.40797
0.19319,-0.54409
0.83266,-0.87759
0.72031,-0.75522
0.60246,-0.62531
0.50043,-0.52489
0.44367,-0.43783
0.41422,-0.36419
0.43108,-0.30716
0.84927,-0.78026
0.71427,-0.64976
0.63902,-0.56546
0.56962,-0.51281
0.50436,-0.44112
0.45889,-0.37138
0.46018,-0.30886
0.89413,-0.6903
0.78355,-0.62227
0.69099,-0.55007
0.61776,-0.48936
0.55369,-0.43069
0.49983,-0.36914
0.48594,-0.30437
0.91212,-0.58583
0.81983,-0.55342
0.7328,-0.50978
0.65856,-0.4638
0.59467,-0.41333
0.53591,-0.35839
0.50862,-0.29324
0.92045,-0.47257
0.8383,-0.46537
0.75811,-0.44697
0.68575,-0.42218
0.62941,-0.3981
0.57269,-0.3396
0.52341,-0.2716
0.92471,-0.35243
0.84756,-0.36511
0.77171,-0.36829
0.70026,-0.36279
0.63537,-0.3516
0.58145,-0.29094
0.52913,-0.24199
0.92815,-0.22275
0.85211,-0.25418
0.7781,-0.27782
0.70796,-0.29169
0.64264,-0.29601
0.58549,-0.24485
0.53013,-0.21031
0.93747,-0.06611
0.8546,-0.13042
0.77953,-0.17656
0.70972,-0.2111
0.64532,-0.23415
0.58427,-0.19573
0.5266,-0.17673
0.92626,0.088373
0.85326,0.0020209
0.77706,-0.064933
0.70562,-0.12088
0.64182,-0.16551
0.57625,-0.14282
0.51721,-0.14254
0.91611,0.19749
0.85072,0.13017
0.77345,0.055041
0.69587,-0.018801
0.62972,-0.088389
0.55788,-0.088049
0.50018,-0.11285
0.9436,0.31195
0.85997,0.25695
0.7753,0.18116
0.68851,0.10063
0.60088,0.0057327
0.52303,-0.047432
0.47761,-0.093985
0.88554,0.41724
0.78852,0.30367
0.69063,0.24052
0.59492,0.1401
0.51623,0.042072
0.48542,-0.037515
0.45428,-0.079897
0.87556,0.55901
0.73114,0.42247
0.56539,0.29508
0.50789,0.15659
0.44549,0.085358
0.45595,-0.0083333
0.42725,-0.067415
0.7611,0.62202
0.46444,0.36585
0.41743,0.22033
0.36843,0.094092
0.40701,0.0073978
0.39387,-0.064009
0.30201,0.16927
0.28758,0.077503
0.35109,0.0046941
0.35884,-0.072485
0.23782,0.055974
0.29078,-0.014334
0.33329,-0.096542
0.12405,0.053839
0.19756,0.0053992
0.26931,-0.07488
0.32234,-0.12878
0.012895,-0.020754
0.083995,-0.045384
0.20163,-0.092747
0.27028,-0.12228
0.31366,-0.15795
0.061349,-0.14528
0.14421,-0.16231
0.24445,-0.15703
0.30607,-0.18944
0.14821,-0.23018
0.23083,-0.21745
0.31625,-0.22252
0.10371,-0.33579
0.17879,-0.29285
0.27784,-0.2678
0.34135,-0.2457
-1,0.2
-1,0.066667
-1,-0.066667
-1,-0.2
-1,-0.33333
-1,-0.46667
-1,-0.6
-1,-0.73333
-1,-0.86667
-1,-1
-0.86667,-1
-0.73333,-1
-0.6,-1
-0.46667,-1
-0.33333,-1
-0.2,-1
-0.066667,-1
0.066667,-1
0.2,-1
-0.3622,-0.30842
-0.91481,-0.14229
-0.81859,-0.085221
-0.7173,-0.052456
-0.62902,-0.048366
-0.56115,-0.12952
-0.49304,-0.17691
-0.45022,-0.23423
-0.87374,0.20989
-0.89899,0.010247
-0.78679,0.079103
-0.66813,0.079892
-0.54574,0.0053314
-0.48442,-0.10973
-0.44478,-0.18288
-0.41525,-0.2333
-0.40381,-0.20769
-0.42194,-0.13543
-0.43988,-0.038952
-0.45157,0.10052
-0.58599,0.18348
-0.92605,-0.30125
-0.84521,-0.21086
-0.74848,-0.19507
-0.65279,-0.14507
-0.59842,-0.20376
-0.52464,-0.22817
-0.46139,-0.2757
-0.90416,-0.42519
-0.81814,-0.33044
-0.72496,-0.30018
-0.66234,-0.24126
-0.59119,-0.27476
-0.51703,-0.30231
-0.45288,-0.30538
-0.93612,-0.55242
-0.8405,-0.47516
-0.7376,-0.40539
-0.65823,-0.32875
-0.58651,-0.34429
-0.53166,-0.35275
-0.47091,-0.3351
-0.87207,-0.61416
-0.77493,-0.52338
-0.69967,-0.4732
-0.64678,-0.4066
-0.57415,-0.4006
-0.50972,-0.38144
-0.45196,-0.36032
-0.89563,-0.77156
-0.78525,-0.62912
-0.71449,-0.54324
-0.62453,-0.48737
-0.54569,-0.43113
-0.48396,-0.40876
-0.43301,-0.36785
-0.84581,-0.83836
-0.76627,-0.71926
-0.68808,-0.60314
-0.5913,-0.56358
-0.53609,-0.47748
-0.47728,-0.44919
-0.43394,-0.39391
-0.83098,-0.90385
-0.73618,-0.79713
-0.64666,-0.67627
-0.55865,-0.61231
-0.49379,-0.52488
-0.43862,-0.44093
-0.40855,-0.3883
-0.70623,-0.88377
-0.62115,-0.76124
-0.56497,-0.67721
-0.49655,-0.61964
-0.43315,-0.55649
-0.41868,-0.47937
-0.39947,-0.40992
-0.58419,-0.9077
-0.57107,-0.81649
-0.50182,-0.71658
-0.42693,-0.63039
-0.38516,-0.57326
-0.37778,-0.51142
-0.36928,-0.4326
-0.45258,-0.93278
-0.44195,-0.81318
-0.39014,-0.69788
-0.35473,-0.61851
-0.33322,-0.54947
-0.32721,-0.47733
-0.33032,-0.40913
-0.28932,-0.87578
-0.30456,-0.74503
-0.31084,-0.66358
-0.28209,-0.5965
-0.27235,-0.51979
-0.28029,-0.44155
-0.31264,-0.38575
-0.1204,-0.87975
-0.17239,-0.75976
-0.2227,-0.65998
-0.19868,-0.56769
-0.21262,-0.4862
-0.22917,-0.42869
-0.27774,-0.38392
0.03568,-0.87223
-0.02973,-0.77071
-0.067652,-0.62732
-0.13464,-0.51636
-0.16061,-0.44313
-0.21458,-0.38867
-0.26758,-0.35044
0.18809,-0.86838
0.074437,-0.57202
-0.033638,-0.45748
-0.139,-0.38136
-0.21335,-0.34449
-0.27004,-0.3267
0.014281,-0.35475
-0.059995,-0.33814
-0.15186,-0.31628
-0.23704,-0.30346
-0.088742,-0.27083
-0.17301,-0.2594
-0.25179,-0.26546
-0.017209,-0.1572
-0.097838,-0.1922
-0.2108,-0.20819
-0.27591,-0.24784
-0.018888,-0.027255
-0.066749,-0.075073
-0.16734,-0.1266
-0.23087,-0.15651
-0.27884,-0.2093
-0.17507,-0.02795
-0.22274,-0.099677
-0.27462,-0.13877
-0.31864,-0.19607
-0.26577,-0.04856
-0.33088,-0.12251
-0.34665,-0.20135
-0.35061,0.11126
-0.35174,0.00054414
-0.38387,-0.094947
-0.37489,-0.17839
